bout_id,fighter_id,round,fighter,h_ss_s,h_ss_s_pr_di,h_ss_s_p15m,h_ss_s_p15m_di,h_ss_a,h_ss_a_pr_di,h_ss_a_p15m,h_ss_a_p15m_di,b_ss_s,b_ss_s_pr_di,b_ss_s_p15m,b_ss_s_p15m_di,b_ss_a,b_ss_a_pr_di,b_ss_a_p15m,b_ss_a_p15m_di,l_ss_s,l_ss_s_pr_di,l_ss_s_p15m,l_ss_s_p15m_di,l_ss_a,l_ss_a_pr_di,l_ss_a_p15m,l_ss_a_p15m_di
5ff0c4c6006f0873,3be081c29bf734d9,1,Takanori Gomi,0,-7,0.0,-68.47826086956522,3,-14,29.34782608695652,-136.9565217391304,1,0,9.782608695652174,0.0,1,-3,9.782608695652174,-29.347826086956523,0,-2,0.0,-19.565217391304348,0,-2,0.0,-19.565217391304348
5ff390f7bbf2bec8,c3218c810959d279,1,Khadis Ibragimov,58,32,174.0,96.0,109,39,327.0,117.0,1,0,3.0,0.0,2,0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
5ff390f7bbf2bec8,c3218c810959d279,2,Khadis Ibragimov,19,-19,57.0,-57.0,41,-51,123.0,-153.0,2,-6,6.0,-18.0,2,-7,6.0,-21.0,1,1,3.0,3.0,1,1,3.0,3.0
5ff390f7bbf2bec8,c3218c810959d279,3,Khadis Ibragimov,6,1,45.378151260504204,7.563025210084035,11,-3,83.19327731092437,-22.689075630252105,1,-2,7.563025210084034,-15.126050420168067,1,-2,7.563025210084034,-15.126050420168067,0,0,0.0,0.0,0,0,0.0,0.0
5ff8463edf8155c0,98a6b2361045898f,1,Dong Hyun Ma,0,-14,0.0,-54.07725321888412,4,-30,15.450643776824034,-115.87982832618026,0,-1,0.0,-3.8626609442060085,1,-3,3.8626609442060085,-11.587982832618025,1,-3,3.8626609442060085,-11.587982832618025,4,-1,15.450643776824034,-3.8626609442060094
5ffccdf4af20dc0d,57ab4d7c0bc09a30,3,Zach Makovsky,9,0,27.0,0.0,20,-2,60.0,-6.0,0,-1,0.0,-3.0,4,3,12.0,9.0,1,1,3.0,3.0,1,1,3.0,3.0
5ffccdf4af20dc0d,57ab4d7c0bc09a30,2,Zach Makovsky,3,1,9.0,3.0,18,0,54.0,0.0,0,-2,0.0,-6.0,3,1,9.0,3.0,0,-7,0.0,-21.0,1,-7,3.0,-21.0
5ffccdf4af20dc0d,57ab4d7c0bc09a30,1,Zach Makovsky,5,-3,15.0,-9.0,26,0,78.0,0.0,3,1,9.0,3.0,3,0,9.0,0.0,5,5,15.0,15.0,5,4,15.0,12.0
60030b35e276d338,9b75954db8db2a08,1,Justin Jones,9,-7,27.0,-21.0,32,-5,96.0,-15.0,6,3,18.0,9.0,6,1,18.0,3.0,0,-1,0.0,-3.0,1,0,3.0,0.0
60030b35e276d338,9b75954db8db2a08,2,Justin Jones,2,-8,6.0,-24.0,9,-18,27.0,-54.0,2,-4,6.0,-12.0,5,-2,15.0,-6.0,7,7,21.0,21.0,7,7,21.0,21.0
60030b35e276d338,9b75954db8db2a08,3,Justin Jones,1,-4,3.0,-12.0,6,-2,18.0,-6.0,1,-3,3.0,-9.0,2,-2,6.0,-6.0,0,0,0.0,0.0,1,1,3.0,3.0
60162c95d921d1ae,67c1d46f4ed16f9e,1,Matt Schnell,2,0,21.686746987951807,0.0,11,8,119.27710843373494,86.74698795180723,0,0,0.0,0.0,0,0,0.0,0.0,1,-2,10.843373493975903,-21.686746987951807,1,-2,10.843373493975903,-21.686746987951807
6017ccf5fa09da34,fd5b6598a3b70c0a,3,Seth Baczynski,4,-4,12.0,-12.0,13,-11,39.0,-33.0,4,2,12.0,6.0,7,5,21.0,15.0,0,-1,0.0,-3.0,1,0,3.0,0.0
6017ccf5fa09da34,fd5b6598a3b70c0a,2,Seth Baczynski,1,0,3.0,0.0,13,6,39.0,18.0,3,-3,9.0,-9.0,3,-3,9.0,-9.0,2,-2,6.0,-6.0,2,-4,6.0,-12.0
6017ccf5fa09da34,fd5b6598a3b70c0a,1,Seth Baczynski,5,3,15.0,9.0,20,10,60.0,30.0,7,4,21.0,12.0,9,6,27.0,18.0,2,-2,6.0,-6.0,2,-4,6.0,-12.0
602e8602fe9c9121,c4fe2e9a06ea5bcb,1,Ben Alloway,1,-2,3.4749034749034755,-6.94980694980695,2,-7,6.949806949806951,-24.324324324324326,4,4,13.899613899613902,13.899613899613902,6,6,20.849420849420852,20.849420849420852,1,-1,3.4749034749034755,-3.4749034749034755,1,-1,3.4749034749034755,-3.4749034749034755
603354ffe9cc0755,c482c8605455a213,1,Junior Albini,14,-1,42.0,-3.0,35,-12,105.0,-36.0,5,-4,15.0,-12.0,8,-2,24.0,-6.0,0,-6,0.0,-18.0,0,-6,0.0,-18.0
603354ffe9cc0755,c482c8605455a213,2,Junior Albini,6,-11,18.0,-33.0,21,-30,63.0,-90.0,1,-8,3.0,-24.0,1,-11,3.0,-33.0,4,0,12.0,0.0,4,0,12.0,0.0
603354ffe9cc0755,c482c8605455a213,3,Junior Albini,15,-5,45.0,-15.0,32,-27,96.0,-81.0,0,-9,0.0,-27.0,1,-10,3.0,-30.0,3,0,9.0,0.0,4,1,12.0,3.0
603b0b1fa3ab8f20,55f446032177b119,3,Chris Beal,11,7,33.0,21.0,26,10,78.0,30.0,2,2,6.0,6.0,2,2,6.0,6.0,0,-4,0.0,-12.0,0,-4,0.0,-12.0
603b0b1fa3ab8f20,55f446032177b119,2,Chris Beal,21,12,63.0,36.0,64,30,192.0,90.0,1,-2,3.0,-6.0,2,-5,6.0,-15.0,0,-4,0.0,-12.0,0,-10,0.0,-30.0
603b0b1fa3ab8f20,55f446032177b119,1,Chris Beal,8,2,24.0,6.0,27,3,81.0,9.0,1,0,3.0,0.0,1,0,3.0,0.0,1,-9,3.0,-27.0,1,-14,3.0,-42.0
605c2ad801f594b3,f046d724d2a84ac5,1,Desmond Green,7,3,21.0,9.0,16,-4,48.0,-12.0,6,4,18.0,12.0,9,6,27.0,18.0,4,2,12.0,6.0,5,3,15.0,9.0
605c2ad801f594b3,f046d724d2a84ac5,2,Desmond Green,7,-3,21.0,-9.0,28,-2,84.0,-6.0,0,-2,0.0,-6.0,2,-3,6.0,-9.0,10,9,30.0,27.0,10,9,30.0,27.0
605c2ad801f594b3,f046d724d2a84ac5,3,Desmond Green,8,0,24.0,0.0,36,-4,108.0,-12.0,1,-1,3.0,-3.0,1,-2,3.0,-6.0,4,1,12.0,3.0,4,0,12.0,0.0
6066dc40bb3ce8db,7aa3d6964eff4877,1,Alex Caceres,11,8,33.0,24.0,29,9,87.0,27.0,6,0,18.0,0.0,9,2,27.0,6.0,3,-1,9.0,-3.0,6,1,18.0,3.0
6066dc40bb3ce8db,7aa3d6964eff4877,2,Alex Caceres,11,7,33.0,21.0,21,-9,63.0,-27.0,7,6,21.0,18.0,11,7,33.0,21.0,9,5,27.0,15.0,9,5,27.0,15.0
6066dc40bb3ce8db,7aa3d6964eff4877,3,Alex Caceres,17,7,51.0,21.0,42,10,126.0,30.0,7,5,21.0,15.0,14,10,42.0,30.0,3,1,9.0,3.0,3,1,9.0,3.0
607722017a9d7e22,ccdd90bd1fc7dab6,1,Vladimir Matyushenko,4,-3,27.06766917293233,-20.300751879699245,7,-10,47.368421052631575,-67.66917293233082,1,0,6.7669172932330826,0.0,1,0,6.7669172932330826,0.0,0,-2,0.0,-13.533834586466165,0,-3,0.0,-20.30075187969925
607d22f0b3db4f1f,a2b12c3f3d60ff69,1,Alex Garcia,7,-10,21.0,-30.0,13,-19,39.0,-57.0,0,0,0.0,0.0,1,1,3.0,3.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0
607d22f0b3db4f1f,a2b12c3f3d60ff69,2,Alex Garcia,9,-10,27.0,-30.0,29,-21,87.0,-63.0,1,-3,3.0,-9.0,1,-3,3.0,-9.0,0,-8,0.0,-24.0,0,-8,0.0,-24.0
607d22f0b3db4f1f,a2b12c3f3d60ff69,3,Alex Garcia,4,-27,13.584905660377357,-91.69811320754717,19,-53,64.52830188679245,-180.0,2,2,6.792452830188679,6.792452830188679,3,2,10.18867924528302,6.7924528301886795,0,-3,0.0,-10.18867924528302,1,-3,3.3962264150943393,-10.188679245283017
60820d105e57d5d6,bdcbb976816fd256,1,Daniel Kelly,15,1,45.0,3.0,49,-34,147.0,-102.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,3.0,0.0,1,0,3.0,0.0
60820d105e57d5d6,bdcbb976816fd256,2,Daniel Kelly,22,-4,66.0,-12.0,64,-38,192.0,-114.0,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
60820d105e57d5d6,bdcbb976816fd256,3,Daniel Kelly,22,13,66.0,39.0,74,-36,222.0,-108.0,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
6087c50c5f95a677,c2a670b22d2e196f,2,Aleksa Camur,19,4,57.0,12.0,36,-8,108.0,-24.0,11,2,33.0,6.0,13,3,39.0,9.0,4,4,12.0,12.0,7,7,21.0,21.0
6087c50c5f95a677,c2a670b22d2e196f,1,Aleksa Camur,10,3,30.0,9.0,36,3,108.0,9.0,4,4,12.0,12.0,9,8,27.0,24.0,8,8,24.0,24.0,13,13,39.0,39.0
6087c50c5f95a677,c2a670b22d2e196f,3,Aleksa Camur,11,-1,33.0,-3.0,32,-8,96.0,-24.0,9,8,27.0,24.0,12,9,36.0,27.0,4,4,12.0,12.0,7,7,21.0,21.0
60be02c5566c8348,3253b16d38ae087d,1,Julianna Pena,4,-1,12.0,-3.0,13,-3,39.0,-9.0,5,4,15.0,12.0,5,4,15.0,12.0,0,-5,0.0,-15.0,1,-7,3.0,-21.0
60be02c5566c8348,3253b16d38ae087d,2,Julianna Pena,13,10,39.0,30.0,22,11,66.0,33.0,2,0,6.0,0.0,3,1,9.0,3.0,1,-7,3.0,-21.0,2,-7,6.0,-21.0
60be02c5566c8348,3253b16d38ae087d,3,Julianna Pena,15,10,45.0,30.0,38,15,114.0,45.0,5,-2,15.0,-6.0,6,-1,18.0,-3.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0
60be440e54760b40,68dd7b3783c19f9c,2,Shane Carwin,7,-7,21.0,-21.0,35,-15,105.0,-45.0,0,-6,0.0,-18.0,0,-7,0.0,-21.0,3,-1,9.0,-3.0,3,-1,9.0,-3.0
60be440e54760b40,68dd7b3783c19f9c,1,Shane Carwin,5,-33,15.0,-99.0,23,-46,69.0,-138.0,0,-3,0.0,-9.0,0,-5,0.0,-15.0,0,0,0.0,0.0,0,0,0.0,0.0
60be440e54760b40,68dd7b3783c19f9c,3,Shane Carwin,5,-16,15.0,-48.0,25,-21,75.0,-63.0,0,-1,0.0,-3.0,0,-6,0.0,-18.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
60c441c5838dfac2,da0995f19b749cfa,1,Mark Madsen,0,-3,0.0,-9.0,9,3,27.0,9.0,0,-1,0.0,-3.0,0,-3,0.0,-9.0,0,-2,0.0,-6.0,0,-5,0.0,-15.0
60c441c5838dfac2,da0995f19b749cfa,2,Mark Madsen,9,6,27.0,18.0,21,8,63.0,24.0,0,-3,0.0,-9.0,0,-5,0.0,-15.0,0,-2,0.0,-6.0,0,-4,0.0,-12.0
60c441c5838dfac2,da0995f19b749cfa,3,Mark Madsen,5,-14,15.0,-42.0,27,-2,81.0,-6.0,0,-4,0.0,-12.0,0,-6,0.0,-18.0,1,-3,3.0,-9.0,1,-3,3.0,-9.0
60c62fb7bd17a8b3,8bdac25ce0bb874d,1,Ronda Rousey,17,8,450.0,211.76470588235296,30,16,794.1176470588235,423.5294117647059,2,2,52.94117647058823,52.94117647058823,2,2,52.94117647058823,52.94117647058823,0,0,0.0,0.0,0,0,0.0,0.0
60cc0ac9ace28324,a845f0735bc67405,1,Jake Matthews,10,7,30.0,21.0,25,3,75.0,9.0,3,3,9.0,9.0,4,4,12.0,12.0,1,-2,3.0,-6.0,2,-2,6.0,-6.0
60cc0ac9ace28324,a845f0735bc67405,2,Jake Matthews,5,-6,15.0,-18.0,29,-18,87.0,-54.0,2,2,6.0,6.0,4,4,12.0,12.0,2,-2,6.0,-6.0,3,-1,9.0,-3.0
60cc0ac9ace28324,a845f0735bc67405,3,Jake Matthews,0,-1,0.0,-11.39240506329114,6,0,68.35443037974684,0.0,1,0,11.39240506329114,0.0,1,0,11.39240506329114,0.0,0,-2,0.0,-22.78481012658228,1,-1,11.39240506329114,-11.39240506329114
60d27c73e4a20318,baed16f18348908e,3,Kris McCray,3,-7,9.0,-21.0,7,-18,21.0,-54.0,2,-3,6.0,-9.0,2,-3,6.0,-9.0,2,2,6.0,6.0,2,2,6.0,6.0
60d27c73e4a20318,baed16f18348908e,2,Kris McCray,8,-2,24.0,-6.0,22,-5,66.0,-15.0,6,2,18.0,6.0,6,2,18.0,6.0,1,-1,3.0,-3.0,3,1,9.0,3.0
60d27c73e4a20318,baed16f18348908e,1,Kris McCray,4,-4,12.0,-12.0,13,-4,39.0,-12.0,12,9,36.0,27.0,15,11,45.0,33.0,10,9,30.0,27.0,10,9,30.0,27.0
60de5efe5b439c8b,ed9d8ee3a4239b1c,1,Sage Northcutt,17,12,51.0,36.0,40,8,120.0,24.0,4,2,12.0,6.0,6,2,18.0,6.0,4,-10,12.0,-30.0,6,-12,18.0,-36.0
60de5efe5b439c8b,ed9d8ee3a4239b1c,2,Sage Northcutt,14,11,42.0,33.0,36,9,108.0,27.0,5,0,15.0,0.0,11,2,33.0,6.0,5,-12,15.0,-36.0,7,-14,21.0,-42.0
60de5efe5b439c8b,ed9d8ee3a4239b1c,3,Sage Northcutt,14,9,42.0,27.0,37,-7,111.0,-21.0,6,4,18.0,12.0,7,3,21.0,9.0,10,8,30.0,24.0,11,9,33.0,27.0
60e1b3ac3182f5b3,7559395ad833c074,1,Miranda Granger,1,-5,4.0358744394618835,-20.179372197309412,3,-6,12.107623318385649,-24.215246636771298,0,0,0.0,0.0,0,-1,0.0,-4.0358744394618835,3,1,12.107623318385649,4.035874439461882,5,3,20.179372197309416,12.107623318385649
60e5b2c1bdaa203e,d1e6a6536ee62517,1,Tyrone Roberts,3,-1,9.0,-3.0,13,0,39.0,0.0,1,1,3.0,3.0,1,1,3.0,3.0,2,2,6.0,6.0,2,2,6.0,6.0
60e5b2c1bdaa203e,d1e6a6536ee62517,3,Tyrone Roberts,5,5,15.0,15.0,27,18,81.0,54.0,1,-2,3.0,-6.0,3,-1,9.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0
60e5b2c1bdaa203e,d1e6a6536ee62517,2,Tyrone Roberts,3,2,9.0,6.0,13,10,39.0,30.0,1,-1,3.0,-3.0,1,-1,3.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0
60f3232bc7a73b15,473ce3aa581251a2,1,Dan Hardy,0,-9,0.0,-27.0,3,-14,9.0,-42.0,1,1,3.0,3.0,2,2,6.0,6.0,0,-1,0.0,-3.0,1,-1,3.0,-3.0
60f3232bc7a73b15,473ce3aa581251a2,2,Dan Hardy,1,-2,3.0,-6.0,6,-2,18.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
60f3232bc7a73b15,473ce3aa581251a2,3,Dan Hardy,0,-5,0.0,-15.0,1,-6,3.0,-18.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0
60f53ad3f114da6e,51b1e2fd9872005b,1,Mackens Semerzier,4,-7,28.799999999999997,-50.400000000000006,7,-11,50.4,-79.19999999999999,2,0,14.399999999999999,0.0,2,0,14.399999999999999,0.0,3,2,21.599999999999998,14.399999999999999,3,2,21.599999999999998,14.399999999999999
61070325bb440f58,bf43fed8f29e1671,1,Marcin Held,7,1,21.0,3.0,43,17,129.0,51.0,0,-2,0.0,-6.0,1,-2,3.0,-6.0,1,-2,3.0,-6.0,1,-2,3.0,-6.0
61070325bb440f58,bf43fed8f29e1671,2,Marcin Held,7,1,21.0,3.0,30,14,90.0,42.0,0,-3,0.0,-9.0,1,-2,3.0,-6.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0
61070325bb440f58,bf43fed8f29e1671,3,Marcin Held,3,-3,9.0,-9.0,11,-10,33.0,-30.0,1,1,3.0,3.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
611ccad0fc46ba51,bc8f6b42767e28df,1,Naoyuki Kotani,4,-8,12.0,-24.0,20,-10,60.0,-30.0,1,-2,3.0,-6.0,3,-2,9.0,-6.0,1,-1,3.0,-3.0,4,-1,12.0,-3.0
611ccad0fc46ba51,bc8f6b42767e28df,2,Naoyuki Kotani,1,-12,4.072398190045249,-48.86877828054298,6,-32,24.43438914027149,-130.31674208144796,0,-2,0.0,-8.144796380090497,0,-2,0.0,-8.144796380090497,1,-1,4.072398190045249,-4.072398190045249,2,-1,8.144796380090497,-4.072398190045249
612333aaff795989,c727c7d31c50c4cf,1,Anthony Hamilton,5,-1,32.608695652173914,-6.521739130434781,13,-5,84.78260869565219,-32.60869565217391,1,-3,6.521739130434783,-19.56521739130435,1,-3,6.521739130434783,-19.56521739130435,0,0,0.0,0.0,0,0,0.0,0.0
613a288e8819fead,c58f51dedb310998,1,Michael Chiesa,7,-3,21.0,-9.0,36,5,108.0,15.0,1,-1,3.0,-3.0,4,-1,12.0,-3.0,3,-7,9.0,-21.0,3,-8,9.0,-24.0
613a288e8819fead,c58f51dedb310998,2,Michael Chiesa,0,-1,0.0,-11.250000000000002,9,7,101.25000000000001,78.75000000000001,0,-2,0.0,-22.500000000000004,0,-2,0.0,-22.500000000000004,0,-2,0.0,-22.500000000000004,0,-2,0.0,-22.500000000000004
6173056f0e080ca6,cf946e03ba2e7666,2,Kevin Aguilar,14,6,42.0,18.0,70,40,210.0,120.0,5,2,15.0,6.0,10,7,30.0,21.0,0,-4,0.0,-12.0,0,-4,0.0,-12.0
6173056f0e080ca6,cf946e03ba2e7666,1,Kevin Aguilar,9,6,27.0,18.0,56,37,168.0,111.0,8,4,24.0,12.0,11,5,33.0,15.0,1,-5,3.0,-15.0,3,-5,9.0,-15.0
6173056f0e080ca6,cf946e03ba2e7666,3,Kevin Aguilar,13,-4,39.0,-12.0,82,35,246.0,105.0,7,5,21.0,15.0,10,6,30.0,18.0,1,-4,3.0,-12.0,1,-4,3.0,-12.0
61733e5f00f4e194,dd37fd509af89f15,1,Josh Koscheck,13,13,44.827586206896555,44.827586206896555,16,15,55.17241379310345,51.724137931034484,0,0,0.0,0.0,0,0,0.0,0.0,1,0,3.4482758620689657,0.0,1,0,3.4482758620689657,0.0
618b581f14a37e06,dd37fd509af89f15,1,Josh Koscheck,1,-8,3.0,-24.0,22,-8,66.0,-24.0,2,1,6.0,3.0,5,4,15.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
618b581f14a37e06,dd37fd509af89f15,2,Josh Koscheck,4,-1,13.846153846153847,-3.4615384615384635,13,-8,45.00000000000001,-27.692307692307686,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
6190569c372725bf,f2c8ebbeafd45f2b,3,Aaron Riley,10,4,30.0,12.0,25,6,75.0,18.0,4,3,12.0,9.0,5,3,15.0,9.0,3,2,9.0,6.0,4,-1,12.0,-3.0
6190569c372725bf,f2c8ebbeafd45f2b,1,Aaron Riley,5,-2,15.0,-6.0,24,-4,72.0,-12.0,6,-2,18.0,-6.0,8,-5,24.0,-15.0,7,6,21.0,18.0,9,4,27.0,12.0
6190569c372725bf,f2c8ebbeafd45f2b,2,Aaron Riley,2,-5,6.0,-15.0,19,-7,57.0,-21.0,1,-4,3.0,-12.0,2,-4,6.0,-12.0,8,7,24.0,21.0,8,5,24.0,15.0
6195d3e7c412c8a2,5444c5a201d3ee5a,1,Jamahal Hill,11,1,33.0,3.0,44,22,132.0,66.0,14,13,42.0,39.0,17,12,51.0,36.0,2,0,6.0,0.0,3,1,9.0,3.0
6195d3e7c412c8a2,5444c5a201d3ee5a,2,Jamahal Hill,29,26,87.0,78.0,89,70,267.0,210.0,22,20,66.0,60.0,27,25,81.0,75.0,3,0,9.0,0.0,3,0,9.0,0.0
6195d3e7c412c8a2,5444c5a201d3ee5a,3,Jamahal Hill,9,2,27.0,6.0,34,19,102.0,57.0,4,4,12.0,12.0,9,9,27.0,27.0,7,4,21.0,12.0,7,3,21.0,9.0
61a211b4a7f942cd,c75b99887c8c3f5a,1,Keith Rockel,5,5,21.5311004784689,21.5311004784689,5,3,21.5311004784689,12.918660287081341,0,0,0.0,0.0,0,0,0.0,0.0,0,-1,0.0,-4.30622009569378,0,-1,0.0,-4.30622009569378
61bf6748cf85eb84,5f6f049d54728e88,1,Andre Ewell,7,-6,21.0,-18.0,32,-2,96.0,-6.0,5,4,15.0,12.0,11,10,33.0,30.0,0,-6,0.0,-18.0,0,-17,0.0,-51.0
61bf6748cf85eb84,5f6f049d54728e88,2,Andre Ewell,2,-13,6.0,-39.0,9,-17,27.0,-51.0,0,-15,0.0,-45.0,1,-14,3.0,-42.0,0,-3,0.0,-9.0,0,-4,0.0,-12.0
61bf6748cf85eb84,5f6f049d54728e88,3,Andre Ewell,1,-3,3.571428571428571,-10.714285714285714,2,-9,7.142857142857142,-32.14285714285714,0,0,0.0,0.0,3,2,10.714285714285714,7.142857142857142,0,-4,0.0,-14.285714285714285,0,-5,0.0,-17.857142857142854
61c9bbeb2806534b,8349d55cdecd393a,1,Antonio Silva,2,-6,10.05586592178771,-30.16759776536313,7,-20,35.19553072625698,-100.5586592178771,2,-2,10.05586592178771,-10.05586592178771,3,-2,15.083798882681563,-10.05586592178771,2,1,10.05586592178771,5.027932960893855,3,2,15.083798882681563,10.055865921787708
61cb2ca1469c83ba,9bcf8603ceb25680,1,Dong Hyun,7,6,134.04255319148936,114.8936170212766,7,6,134.04255319148936,114.8936170212766,0,0,0.0,0.0,0,0,0.0,0.0,1,1,19.148936170212767,19.148936170212767,1,1,19.148936170212767,19.148936170212767
61d6b591430b6e25,9ce6d5a03af801b7,1,Marques Darren Till,5,2,15.0,6.0,14,4,42.0,12.0,2,1,6.0,3.0,5,4,15.0,12.0,5,-13,15.0,-39.0,5,-19,15.0,-57.0
61d6b591430b6e25,9ce6d5a03af801b7,2,Marques Darren Till,10,10,92.78350515463917,92.78350515463917,14,10,129.89690721649484,92.78350515463916,3,3,27.835051546391753,27.835051546391753,3,3,27.835051546391753,27.835051546391753,0,0,0.0,0.0,0,0,0.0,0.0
61d89b0cb175430c,d023ae89a2a4a41e,1,Matthew Riddle,5,1,15.0,3.0,7,-3,21.0,-9.0,11,1,33.0,3.0,16,-5,48.0,-15.0,10,7,30.0,21.0,11,8,33.0,24.0
61d89b0cb175430c,d023ae89a2a4a41e,3,Matthew Riddle,8,8,24.0,24.0,10,9,30.0,27.0,3,-1,9.0,-3.0,4,-2,12.0,-6.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
61d89b0cb175430c,d023ae89a2a4a41e,2,Matthew Riddle,2,-5,6.0,-15.0,8,-7,24.0,-21.0,12,7,36.0,21.0,14,7,42.0,21.0,9,9,27.0,27.0,10,10,30.0,30.0
61d89fc97e7b145c,53278852bcd91e11,2,Igor Pokrajac,15,7,45.0,21.0,34,-7,102.0,-21.0,1,-5,3.0,-15.0,1,-7,3.0,-21.0,1,-3,3.0,-9.0,1,-3,3.0,-9.0
61d89fc97e7b145c,53278852bcd91e11,1,Igor Pokrajac,7,-7,21.0,-21.0,18,-7,54.0,-21.0,3,-11,9.0,-33.0,3,-11,9.0,-33.0,1,-6,3.0,-18.0,1,-6,3.0,-18.0
61d89fc97e7b145c,53278852bcd91e11,3,Igor Pokrajac,17,7,51.0,21.0,32,-3,96.0,-9.0,2,0,6.0,0.0,3,-2,9.0,-6.0,1,1,3.0,3.0,1,1,3.0,3.0
61f0ceb980c1ae81,20205040232ed0f3,3,Tyson Griffin,23,18,69.0,54.0,49,21,147.0,63.0,10,9,30.0,27.0,14,13,42.0,39.0,7,7,21.0,21.0,10,10,30.0,30.0
61f0ceb980c1ae81,20205040232ed0f3,2,Tyson Griffin,9,5,27.0,15.0,21,6,63.0,18.0,5,0,15.0,0.0,15,10,45.0,30.0,11,10,33.0,30.0,11,10,33.0,30.0
61f0ceb980c1ae81,20205040232ed0f3,1,Tyson Griffin,15,11,45.0,33.0,37,7,111.0,21.0,9,9,27.0,27.0,13,13,39.0,39.0,3,3,9.0,9.0,5,5,15.0,15.0
61f80a1732d37288,b69f24c500d783e7,1,Francimar Barroso,14,1,42.0,3.0,27,-2,81.0,-6.0,2,-11,6.0,-33.0,2,-15,6.0,-45.0,2,-4,6.0,-12.0,2,-6,6.0,-18.0
61f80a1732d37288,b69f24c500d783e7,2,Francimar Barroso,3,-17,14.136125654450263,-80.10471204188482,4,-22,18.848167539267017,-103.6649214659686,1,-4,4.712041884816754,-18.848167539267017,1,-6,4.712041884816754,-28.272251308900522,0,-1,0.0,-4.712041884816754,0,-1,0.0,-4.712041884816754
62048467be051636,a149d6bc670cdb60,1,Dustin Hazelett,16,11,84.70588235294116,58.235294117647044,30,5,158.8235294117647,26.470588235294116,1,0,5.2941176470588225,0.0,1,0,5.2941176470588225,0.0,3,2,15.88235294117647,10.588235294117647,3,1,15.88235294117647,5.294117647058824
6222cdc86b12d251,4798e823ada58fe9,1,Veronica Macedo,9,1,27.0,3.0,22,5,66.0,15.0,2,-15,6.0,-45.0,2,-16,6.0,-48.0,1,-7,3.0,-21.0,1,-16,3.0,-48.0
6222cdc86b12d251,4798e823ada58fe9,3,Veronica Macedo,5,-2,15.0,-6.0,27,13,81.0,39.0,1,-3,3.0,-9.0,4,0,12.0,0.0,3,-1,9.0,-3.0,3,-2,9.0,-6.0
6222cdc86b12d251,4798e823ada58fe9,2,Veronica Macedo,3,1,9.0,3.0,11,5,33.0,15.0,0,-3,0.0,-9.0,1,-6,3.0,-18.0,0,-3,0.0,-9.0,2,-3,6.0,-9.0
622cada31f247f9a,dd37fd509af89f15,1,Josh Koscheck,2,0,8.61244019138756,0.0,9,5,38.75598086124402,21.5311004784689,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,8.61244019138756,8.61244019138756
62389e8fb68f93a4,d4c9dcd330403612,1,Anthony Smith,21,21,212.35955056179776,212.35955056179776,29,22,293.2584269662921,222.47191011235952,0,-1,0.0,-10.112359550561798,0,-1,0.0,-10.112359550561798,2,-1,20.224719101123597,-10.112359550561798,2,-2,20.224719101123597,-20.224719101123597
6242126d8d06a7ca,e9a3aeb207578eea,1,Ilir Latifi,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
62454fb3a4fd5737,eb29176b03dfa888,1,Matt Wiman,19,18,132.5581395348837,125.58139534883719,31,28,216.27906976744185,195.34883720930233,1,1,6.976744186046512,6.976744186046512,1,0,6.976744186046512,0.0,1,1,6.976744186046512,6.976744186046512,1,1,6.976744186046512,6.976744186046512
6247ad19755b71d6,fe91d254db77a7fc,1,Dustin Kimura,4,-1,12.0,-3.0,9,1,27.0,3.0,1,0,3.0,0.0,1,-1,3.0,-3.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0
6247ad19755b71d6,fe91d254db77a7fc,2,Dustin Kimura,6,0,18.0,0.0,28,13,84.0,39.0,2,-1,6.0,-3.0,3,0,9.0,0.0,0,-5,0.0,-15.0,2,-3,6.0,-9.0
